NO_PAKET,TEMPSTEMS,SERVICE,IP_SRC,IP_DST,SPORT,DPORT,SEQ,ACK,WIN,FLAGS,TTL,IP_LENGTH,IP_CEKSUM,IP_ID,IP_OFF,TCP/UDP/ICMP_LENGTH,PROTOCOL,ICMPCODE,ICMPTYPE,PAYLOAD
1,2018-02-21 11:38:19.317410,icmp,192.168.10.10,192.168.10.2,,,,,,,64,28,55658,3098,,8,icmp,0,8,Echo(id=28170, seq=48608) No response seen to ICMP request,
